Number of points,Value of pi,X COM,Y COM,Z COM
3,2.3094010767585034,-0.29959335923543085,-0.3409761403095018,0.10430779063921791
4,3.4641016151377553,-0.133397408912282,-0.27763244788546126,-0.20904600768060594
5,2.3094010767585034,-0.05453497972881237,-0.22967875691872633,-0.04547029559677309
6,2.886751345948129,0.12084650724812727,-0.18395240529051896,0.023036902380012953
7,3.4641016151377553,-0.00010134541100646568,-0.02879673421826087,-0.08670236761169327
8,4.041451884327381,0.20463072188891335,-0.01747545525395918,-0.01864439628144056
9,3.0792014356780046,0.1405752903993026,0.048287365916924126,0.0001850863685127984
10,2.5980762113533165,0.1288230437257239,0.015025938667604443,-0.026461426413906485
11,2.3094010767585034,0.051689598318283375,-0.055639228115258677,0.05271212253828394
12,2.5403411844343537,0.03064453331679648,0.051167123778988056,-0.01646768659204062
13,2.3094010767585034,0.030630830248265354,-0.016308246655667512,0.002962712222764328
14,2.144443856990039,0.002694156895673011,0.03875263054856811,-0.05798773908630351
15,2.0207259421636903,-0.029046124403351074,0.038514645488297285,-0.006478500209763386
16,1.9245008972987527,0.00653172199330445,-0.015635071026146155,0.05178519792418321
17,1.8475208614068026,-0.0346698090727833,0.001948795986363432,0.0228818542134192
18,1.9629909152447278,-0.023006435222562127,-0.01802472924398111,-0.05188342403467125
19,1.8895099718933208,0.008448208522827119,0.004067797262263295,-0.019149354759287612
20,1.9944827481096166,-0.008955832826304813,-0.016365019560486218,0.04666588287969528
21,2.099455524325912,0.010342216820641742,0.040953445950958685,0.026178693701689237
22,2.2044283005422076,0.003576044989013373,-0.007451773440055442,0.016081651686685267
23,2.3094010767585034,-0.06005091969249286,0.01246213199724966,-0.01259704945693751
24,2.213176031893566,-0.04826370508165025,0.002834309938300014,-0.0012775917643101514
25,2.1317548400847723,-0.011213364007239988,-0.011881164403833876,0.01304872876508164
26,2.0619652471058068,0.007378470028322144,-0.011264501348105218,-0.024381285780832398
27,2.144443856990039,-0.03997533510039895,0.0062743926675837385,-0.02247030377429018
28,2.2269224668742713,-0.02297644825621667,-0.03354162512557286,0.01830410704263111
29,2.155441004974603,-0.0026237111792057977,0.000658446777259642,0.012248999421592476
30,2.2324210408665532,0.03929677923136772,-0.003061163353740434,-0.01262229131511368
31,2.3094010767585034,0.02996916227001074,0.023138777071307102,0.02093178402108837
32,2.2372322931098,0.02454725537695726,-0.0008994956182436301,0.0001811503738947222
33,2.3094010767585034,0.015221493866866257,0.0441415149796527,-0.0180181712747559
34,2.3815698604072066,0.005125464527513124,0.013612809947138845,-0.009780058797839572
35,2.45373864405591,-0.041233237652503814,0.006244658543542541,0.0007458778024036145
36,2.525907427704613,-0.03738061209057765,-0.02499618365127359,-0.026079357652545876
37,2.445248198920768,-0.02471222554734316,-0.024158146300321415,-0.016243918290355888
38,2.513171760001901,0.0021117252188169264,0.0012087642610107447,0.005435375137390768
39,2.581095321083033,0.0004989952536781329,-0.012143769365894503,-0.03662957358933626
40,2.5018511664883785,-0.015611134095854915,0.0010054448373621988,-0.02888774346418398
41,2.566001196398337,-0.013461583441861847,-0.03383016521075033,-0.01263927023912186
42,2.6301512263082953,0.01824051562495397,-0.030867926048445522,-0.012325047054332587
43,2.694301256218254,0.010540812941337192,0.006785205344950743,-0.0011260034103603924
44,2.758451286128212,0.002626947536237262,-0.009263926565375996,0.025328879708126906
45,2.6740433520361617,-0.003076725334571662,0.0026381200881916817,0.015161184937068558
46,2.734817064582438,0.025458246178039424,-0.00010168568365112083,0.009190485294864938
47,2.7955907771287145,0.010652885788424044,0.007588255990115329,-0.0180684404653084
48,2.7135462651912414,-0.008770422467389844,-0.002979564834316061,0.00028274353923299356
49,2.771281292110204,0.0010216201587487656,0.01180707878937397,-0.02486057961772725
50,2.8290163190291664,-0.021782386529323475,-0.002156104765728568,-0.010850443438531135
51,2.7492869961410755,-0.017168429801623062,0.0007277316872698339,0.00246586529150742
52,2.804272736063897,0.005140375292617138,-0.011596896727604925,-0.012317699337210912
53,2.8592584759867186,0.004314270082342268,-0.003301532600552768,0.007982380745852499
54,2.7817785697318334,-0.004401371052776475,0.014562143434537099,0.004489816501433506
55,2.8342649578399812,-0.003490192398936348,-0.0057396361382301905,-0.007444931585497101
56,2.886751345948129,0.014516214989010697,0.0073802002577228795,-0.004339299751856634
57,2.939237734056277,0.0003041475742925562,-0.009592500056422131,0.01608137282696009
58,2.8616491603311887,-0.008014906819367104,-0.001110105341227193,-0.000270836877157104
59,2.7905263010831916,-0.0072887687187484385,0.01522120170280073,0.013639284153975565
60,2.8386388235156605,-0.0015501028984490277,-0.008442197331299056,0.01128397720345543
61,2.771281292110204,0.0005490684542526105,-0.00016558832277132127,0.006820917042847621
62,2.817469313645374,-0.02420256906904396,0.00875062142866806,8.782501829390776e-05
63,2.753516668442831,-0.008761724625831243,-0.0009412682063900826,-0.010479790498994432
64,2.797928227611264,-0.0005711917278925817,0.0076094048218119745,0.008427612032603879
65,2.8423397867796965,0.005039249350756832,-0.0027834668897374335,-0.009490343147559446
66,2.8867513459481295,-0.00033028415375170134,0.014386372873118263,-0.0013286693784275868
67,2.931162905116562,0.017447035368705135,0.0055313202042211705,0.011210259857339831
68,2.86536800264481,0.011390219229482811,0.0014530097541885403,0.004278225960756976
69,2.908134689251449,0.002785780501621831,-0.0140735585884315,0.002270667157911597
70,2.845512041006013,-0.0032377804917632577,-0.0030741387904933003,-0.011135671229367285
71,2.886751345948129,0.013612837169947123,0.004941158351916174,-0.00726428007377907
72,2.9279906508902456,0.004644018079721675,-0.00978156916697796,-0.005518057452033712
73,2.9692299558323616,-0.0042922793216876795,0.004570449712282615,-0.0018421477474344738
74,3.0104692607744776,-0.003973381575627689,-0.009755971595972806,0.0058071630249612325
75,3.0517085657165937,0.004829802862935275,0.010315211159973081,0.003354490058532853
76,3.09294787065871,-0.006428982657374416,-0.007042747690004078,-0.005271853946729142
77,3.0261117557525217,-0.006398032722408493,-0.004850787532840682,0.003145615791300778
78,3.065929015696634,0.0016912172515800984,-0.002090931860743345,-0.010478504747055537
79,3.0022213997860545,-0.006146502107397831,-0.0015699572092277173,-0.005813925819360567
80,3.0407114177320294,0.0011626052904972878,0.01562413794154898,-0.0026386120578615105
81,2.9798723571077463,-0.0007510972578819616,0.013725611634115965,-0.0022559679481312933
82,2.922835737772481,0.010276932033076513,0.008313688800696686,0.00216074377260164
83,2.869255883245413,6.663508617174407e-05,0.005778589270129433,0.0008531751631622718
84,2.904246808650845,-0.0032196472744856924,-0.0007608199554914009,-0.017278677225465427
85,2.852789565407563,0.0010374623619125438,0.006791308356604121,-0.015155488202576442
86,2.886751345948129,-0.01225552516248933,-0.003706195338176647,-0.0057176212292449815
87,2.9207131264886956,-0.002712127600053322,0.012316007007923286,-0.0032147053999576356
88,2.9546749070292617,-0.00023054463490191021,0.008157211697034662,0.011785016189752784
89,2.9032470679249758,0.0020968145048698037,0.0012708032636158158,0.010652282035914841
90,2.9362385118786687,-0.003030988970059906,-0.005754582821837422,-0.0008054197830614575
91,2.9692299558323616,0.008947798663002006,-0.005237942320563889,0.010633074987721924
92,3.0022213997860545,-0.006556706262569798,-0.0025328673114804697,0.005396858042134581
93,3.0352128437397474,0.009461742418908304,0.002742358055185504,0.0018965959463730984
94,3.0682042876934403,-0.0029795237246210953,-0.005374540679066056,0.0017178730391224498
95,3.1011957316471332,-0.000718048545821536,0.011094798876877214,0.0007890461242472862
96,3.0471264207230253,0.0071592933276009366,0.010331092750827725,-0.0054024723466122035
97,3.0792014356780046,-0.008992284615244522,0.006624141481438771,-0.003668590576089442
98,3.1112764506329835,0.004525371356768278,0.0036385038424490384,1.8487937613000984e-05
99,3.058396020572072,-0.005138309973196814,-0.0023995849757603737,-0.004354456960648279
100,3.008298771040682,-0.00269928498234837,-0.001536695065610439,0.002744515099161739
101,2.9607706112288503,-3.090091979375474e-05,0.005935342564270517,-0.000683574590841508
102,2.9156188594076102,0.002955098124056558,0.0058778279067994025,0.008709060794683149
103,2.944486372867092,0.0014447056676170846,-0.0044432812729244,0.008058704790450138
104,2.973353886326573,-0.0006850544718944438,0.00806070310501774,0.0010886662310711547
105,3.0022213997860545,0.0030025443852570153,-0.005268909880715713,-0.0015791851817962732
106,3.0310889132455356,0.0016791743297117421,-0.0005843413158185634,0.009414585659385093
107,2.9853233431268458,-0.0005930749972192586,0.004815072487818063,0.0017847370712716438
108,3.0134867708921935,0.013179293021844365,0.004490044986872351,0.00023704095781900425
109,3.041650198657541,0.0022264450939267614,-0.004507137361444435,-0.0005940531558833415
110,2.996722825793772,-0.006762812429415126,0.0015422100279050216,0.0025010678920830702
111,3.0242156957551827,-0.0048216405261440375,-0.005709684551325134,-0.01080115186140232
112,2.980738599072022,0.0016116388518489819,7.239892375501425e-05,-0.0061041096791980545
113,3.0075920999645622,-0.0012760998831255234,-0.011879789707580862,-0.004825070358098873
114,2.9654809281103507,0.0014715424991074437,-0.004270949329616582,0.0020779671514495842
115,2.925241363894104,-0.002530526764536019,0.003058849992534943,0.0005945354872281432
116,2.886751345948129,0.004749162819612984,-0.001572858689596859,-0.0003262706805263373
117,2.9118535315650695,0.004046554242701169,0.0021970596464996233,0.009254883562134854
118,2.9369557171820095,0.003940590778274532,-0.006845803585549381,0.0026084596404277256
119,2.96205790279895,0.001053102870241394,-0.004758832380405615,-0.008794195584046807
120,2.98716008841589,-0.008640580791512342,-0.0008545872483756813,-0.002631330718882157
121,2.948171587351281,-0.006072079305998961,0.006945445753973059,-0.0009732757915883708
122,2.9727396839125415,0.0010774840920783288,-0.0017761146006396089,0.0035544580763202786
123,2.934863868380598,0.00015335924237170416,0.0007878798804456774,-0.0013291110163885774
124,2.89853400450302,-0.0009582690055193914,-0.007112278681926201,-0.0010761295848624437
125,2.9220993216128,0.0035625369784576815,-0.0033059271848658914,0.010223739001410376
126,2.8867513459481295,-0.0018374700542284688,0.0013543432705647054,0.008659644741424305
127,2.852789565407563,0.0015192459869723353,-0.006147180047281924,0.004751430169206716
128,2.875430752434607,-0.006374933815388396,-0.004843842315557636,-0.0034254842712204284
129,2.8423397867796965,-0.006011320924742244,0.0014707843223874253,0.0026195446848431537
130,2.810497536809877,-0.0008384767308756156,-0.005116120311594896,0.002213864966158734
131,2.832284339420806,0.008365696806297835,-0.004086762375420015,0.0002596868679381271
132,2.8540711420317355,-0.002439329803317194,-0.0037606529681019464,-0.007096188219831922
133,2.875857944642665,0.006876287942666259,0.004563864937026253,-0.006314736373192214
134,2.8976447472535938,-0.003284599654236805,-0.00045649959737658675,-0.0035469181424379673
135,2.919431549864523,0.0011097717331419465,0.010521398049139992,-0.002882578903874989
136,2.9412183524754525,-0.0033716069540094163,0.0030767033506375395,0.005113573250622567
137,2.908134689251449,0.003028860251647541,-0.004209218018754845,0.003435164210805534
138,2.8762540683265,-0.0025286304884941805,-0.0033734141296786493,0.0018592201227202996
139,2.8972486235697588,0.004561292187474534,0.00482591971103401,-0.0024628380290943807
140,2.866131693477071,0.0027732446722981688,0.002962249862265942,9.082220053993339e-05
141,2.886751345948129,0.0020782913498379007,-0.007739602426715361,-0.0036567720691955455
142,2.856364489674991,-1.889925185504488e-05,-0.005461881046957521,0.003209824026421887
143,2.876622393857083,0.0029581408215138163,0.0023522144549098876,-1.9395588608026096e-05
144,2.8968802980391755,0.0009671815049665287,-0.007368107496310765,0.0025559825856666567
145,2.9171382022212673,-0.00353246808005053,-0.00012833380900991655,0.0018895181573373692
146,2.9373961064033596,0.0040081114323120845,0.0013571246996779349,-0.0011886927553460493
147,2.9066599759201854,-0.0023390913344368183,-0.0043136071428333195,0.00525734915066241
148,2.9265686058922413,-0.0017624066650104792,0.004869308928010343,0.005217322218973382
149,2.9464772358642977,0.002981137427664699,0.003974246437679753,-0.0038424081417429827
150,2.9663858658363536,0.001969031842401207,-0.006253391440346653,-0.002680345675577412
151,2.9862944958084094,-0.006888791129588416,-0.003513591855344348,-0.0023183779180639573
152,3.006203125780466,-0.0046245390915273625,0.004985011908524885,0.003736991383662125
153,3.0261117557525217,0.0022821138176328548,-0.000911873264448926,-0.0011742399668981094
154,2.9943929215597542,-0.0024815161313702806,0.004705472098172369,-0.0007778290556392457
155,3.0139641171255045,0.004229221050447817,0.0022146690853182883,0.0038128202335143088
156,3.0335353126912543,-0.002682332103422997,4.588789306119673e-05,0.003359619752902747
157,3.0531065082570046,-0.00026607110775910036,-0.005943409519244724,-0.0037166104177028233
158,3.021466408759042,0.0044876798988266,-0.004211697237096224,0.002549927520571944
159,3.0407114177320294,0.00034768380892765034,-1.2796441327755017e-05,-0.004944535376869479
160,3.059956426705017,-0.009408438953731394,0.0016151169047382975,-0.004556746423289062
161,3.0792014356780046,-0.002878913252174255,-0.0009018739769290693,-0.003829840139403082
162,3.098446444650992,0.007412804013942982,-0.00043214701312656133,-0.0025717177786038214
163,3.1176914536239795,-0.0014927806454907869,0.003913942641255934,0.0009929606392387329
164,3.1369364625969673,0.00036861086755466657,-0.002982688789284375,0.00034677474031919803
165,3.1561814715699548,-0.003237674832345083,-0.0024000503109132543,-0.005878493237614205
166,3.175426480542942,-0.0007597484537038741,-0.0014770769930204997,0.001683899486731942
167,3.1946714895159296,0.0034581453346856266,4.8092951322571696e-05,-0.0050746348692942665
168,3.2139164984889175,7.557647612797482e-05,-0.006190892115657346,0.0022367903283998084
169,3.180158859798595,-0.0011096789473586046,-0.004338178296217304,0.0021974207938305645
170,3.1990883768212055,0.0007568004021873857,0.0031105035097872507,-0.0026496184994302084
171,3.1661143794269804,-0.0026669720827026313,-0.0016273818934195404,0.0031784442581824623
172,3.184738581658904,0.0045686214617019156,0.0016925635964348588,0.0024723628911477525
173,3.203362783890827,0.0014275185281313642,-0.0012393720951032602,-0.0036697171612540347
174,3.170844335549374,-0.002505351382686422,0.004104650252174561,-0.0023819304864075215
175,3.1891729155236477,-0.0014044991861519086,-0.0010648673700319313,0.005874818276589624
176,3.2075014954979215,0.0054684917330845755,0.0009158952061358233,0.0011592639238065994
177,3.2258300754721954,0.0039871486235119715,-0.001270504621449059,-0.004850130282486107
178,3.244158655446469,0.001773023443733573,0.005756048720320802,0.0006046633365530005
179,3.262487235420743,-0.00130333211941918,0.0017757058032971328,-0.00537633313678052
180,3.2295530682794698,0.00268821632312336,3.793061730115208e-05,-0.0027734970141779828
181,3.2475952641916455,-0.003637592332248047,-0.0046128681817256476,-0.002404875583395178
182,3.265637460103821,0.00018678835080058516,-0.004095130844351699,0.004898348465539813
183,3.283679656015997,-0.004250064947526992,-0.00247338891141549,-0.0010912877094067905
184,3.301721851928173,0.004567926013021517,-0.0009090675380264038,-0.00010180411280053825
185,3.3197640478403487,0.0035230757779343065,0.005562203202811298,0.0014181582392895284
186,3.3378062437525244,-0.000730079182916107,-0.0009412843489722219,0.00041865107677312776
187,3.3558484396647,0.00549797839350737,0.004981598381230726,-0.002577766028674414
188,3.32198462579877,0.0021097658142326292,0.002395670978069672,0.0002384345564603475
189,3.339749249466143,-0.005245978798398898,-0.0025721173950923686,-0.000497924768414821
190,3.3575138731335166,-3.680928196202997e-06,-0.0015488468146248133,0.005198968150229089
191,3.3241379135160276,0.0019186315818206876,-0.000146267112739708,0.00024719720974761955
192,3.3416333762187436,-0.00307837273639098,0.0030661854545091538,-0.006357880730870993
193,3.3591288389214595,0.004356585411507762,0.002637459957602444,-0.003869225436219679
194,3.3766243016241755,-0.0008323137432677941,0.0010048318488553472,-0.0014374458287636466
195,3.343461260381714,-0.0006149706675851153,-0.003436181421848349,0.002653633636838663
196,3.360695596775434,0.006167931930591283,0.0018804936937119514,0.0022237010225814096
197,3.3779299331691544,0.004499644797795537,-0.0037994530994964262,-0.001994210158984714
198,3.345235383245773,0.0012408591102248735,0.00028201061060903,-0.0018669574024759088
199,3.3134885014361135,6.212282432448641e-05,-0.0001426220082834254,-0.0003671744731368256
200,3.330223291847407,-0.002509521076648926,0.0010400242966713685,0.007560575742674241
201,3.2991443953692907,-0.001677732150448356,-0.0005965969098951181,0.003706542246153487
202,3.315640117346137,0.0061198674712366315,0.0007293832339878833,0.0024811254601699844
203,3.2852043486282936,0.0019841749015577213,-0.0001461403082021689,0.001649855621478053
204,3.25561401793039,0.0014476802915335265,0.0018134000060027263,-0.0023710394713471676
205,3.22683438122421,0.00080054404181469,0.001629689222968757,0.0020943382067701694
206,3.1988325725371163,0.00025961632702840073,-0.0002214929715460163,0.0007624991133836421
207,3.1715774787483446,-0.004064418423039899,5.4427124441804496e-05,-0.0014476969245710333
208,3.1869734859267345,0.0012841631600125465,-0.00315925816182555,0.003103258671156344
209,3.2023694931051248,-0.0028267239598971567,0.0038127392481983975,0.0021267695929955955
210,3.2177655002835146,0.0025739515504582633,0.003652062672491084,0.001313360401534622
211,3.190619908679511,0.0009486062829834461,0.002278029819378927,-0.0013562017622557718
212,3.1641793973769103,-0.0024960306524737185,-0.0020876132913222245,-0.0010037162146674186
213,3.1791755082649527,0.003058992252804413,-0.000445513197723618,0.0011579772567342859
214,3.194171619152995,0.0009021553856800119,0.0006214875830443766,-0.005092273035104124
215,3.2091677300410373,-0.005511790892490168,-0.0012379589913960635,-0.0012435413362785397
216,3.224163840929079,0.00012616811147438996,-0.0006276648411185858,0.0025812973085338
217,3.2391599518171215,-0.005556143680063304,0.001392504414041599,-0.002302045577572937
218,3.2124361131833026,-0.002176731309780283,0.0013096146720117869,-0.0013501534325583793
219,3.227239966239447,0.0036565316462302015,0.0006430286708128609,0.0019402311714093276
220,3.2010052899374193,0.000663585069566516,-0.0014637455898637512,0.000836720947901983
221,3.175426480542942,-0.0009994034040834833,-0.00029398002696712195,-0.0028570740327625963
222,3.1898602372726828,0.006278358079892685,0.0020980278559850573,-0.0013957909046519933
223,3.164734808891282,0.0032071555582612443,0.00152660169497644,-0.000528206295024455
224,3.1789903710934952,0.0015823590553435203,-0.0032756698548261423,0.0009330443762972548
225,3.1932459332957084,0.0009076460601188391,0.0037283721924890726,8.129242390209339e-05
226,3.207501495497921,-0.001354603481439555,0.0028356810082159263,-0.0058844185423474185
227,3.221757057700134,0.002512968829791788,-0.0032794768827509287,-0.0035154666351279477
228,3.2360126199023473,-0.004890778985288043,-0.0027658281139039363,-0.0029462087906916967
229,3.25026818210456,-0.000833890286804454,-0.002486748063040769,0.0033527939635678797
230,3.264523744306773,0.0037045448452676937,-0.0003028040412198879,-0.0005765397821759285
231,3.2787793065089863,0.0012417747164537559,0.006375869039882501,-0.00028751233018662334
232,3.252875906897648,-0.002895709150435036,0.005040857299440221,0.003404638822960576
233,3.266957620780322,0.0028574924669382,0.0015805000398673617,0.0006179426567242717
234,3.2415087402694653,0.0006972358561267713,-0.000105073811420668,-0.0031160217500593376
235,3.2554207949487335,-0.0014329238722411658,0.0022575156709081245,0.0018678309724677155
236,3.2693328496280016,-0.0011551667237897141,-0.0035501709959920827,-0.0011961515289887234
237,3.28324490430727,0.002728132320563765,-0.0020374693251988835,0.003716589161618343
238,3.2579050904271742,0.0010970949004757637,0.0008503882618614863,0.0008937814911733705
239,3.2716515254078797,-0.00028394835589846035,0.0003241602326795841,-0.0042134631757915824
240,3.246746219678131,0.0031104136043515057,-0.001737649579893326,-0.0037199372628548004
241,3.2603309318943574,-0.0006338619660796236,-0.001327987414068331,0.0017624665025217433
242,3.273915644110584,0.0038664620590301364,-0.0006087681322091749,-0.00036040531976694394
243,3.249273607997429,-0.0001702023577844657,-0.0003464098323787572,0.0020087163765335927
244,3.2627003584436993,0.00024906188596470104,0.0031761087751269344,-0.004120530876020458
245,3.2761271088899697,-0.001786762807051657,-0.0017097525691391492,-0.0003314557777191689
246,3.28955385933624,0.0001752833940658318,0.0031374713850555605,0.0013401149468445699
247,3.3029806097825105,-0.005770670415722114,0.0006458347136996116,0.000529119402496585
248,3.278287735398565,-0.0033798245559287783,0.00047950280753523126,0.00022400638084075537
249,3.2915601553799356,-0.002728004943340871,0.0003902508789537736,-0.005536274723417122
250,3.267277659732201,-0.000786264767999526,-0.001998907548230141,-0.004184271599791864
251,3.243540838143965,-0.00045969941250003043,-0.0005821172230484471,-0.00029255708363095723
252,3.256515001496541,0.00072934066031453,0.0011305613785381492,0.005955188761591648
253,3.2331615074619044,-0.0001209386928403485,-0.0007717823730205266,0.0024427855918578312
254,3.2459915134438964,0.0028256831586957907,0.0017080887268198397,-0.002163246278215282
255,3.258821519425888,0.0004997376983839845,-0.0038719348363040525,-0.0004066628463442902
256,3.2716515254078797,-0.003941855325899504,0.000743900722246265,3.2341793675698806e-05
